date_COVID,state,positive,negative,pending,hospitalized,death,total,Most_Recent_Date,Data_asof
2020-05-05,ME,1226,19546,,187,61,20772,Old_Data,2020-05-18
2020-05-05,MI,44397,178439,,,4179,222836,Old_Data,2020-05-18
2020-05-05,MN,7851,80158,,1350,455,88009,Old_Data,2020-05-18
2020-05-05,MO,8916,86150,,,377,95066,Old_Data,2020-05-18
2020-05-05,MP,14,1783,,,2,1797,Old_Data,2020-05-18
2020-05-05,MS,8207,72101,,1352,342,80308,Old_Data,2020-05-18
2020-05-05,MT,456,14816,,62,16,15272,Old_Data,2020-05-18
2020-05-05,NC,12256,139544,,,452,151800,Old_Data,2020-05-18
2020-05-05,ND,1266,35155,,95,25,36421,Old_Data,2020-05-18
2020-05-05,NE,6083,28526,,,78,34609,Old_Data,2020-05-18
2020-05-05,NH,2588,24282,79,286,86,26949,Old_Data,2020-05-18
2020-05-05,NJ,130593,157030,550,,8244,288173,Old_Data,2020-05-18
2020-05-05,NM,4031,77689,,667,156,81720,Old_Data,2020-05-18
2020-05-05,NV,5594,42290,,,268,47884,Old_Data,2020-05-18
2020-05-05,NY,321192,707707,,69867,19645,1028899,Old_Data,2020-05-18
2020-05-05,OH,20969,139766,,3956,1135,160735,Old_Data,2020-05-18
2020-05-05,OK,4127,75290,,773,247,79417,Old_Data,2020-05-18
2020-05-05,OR,2839,62585,,622,113,65424,Old_Data,2020-05-18
2020-05-05,PA,50957,199925,,,3012,250882,Old_Data,2020-05-18
2020-05-05,PR,1924,9313,,,99,11237,Old_Data,2020-05-18
2020-05-05,RI,9933,66502,,1092,355,76435,Old_Data,2020-05-18
2020-05-05,SC,6757,61014,,1110,283,67771,Old_Data,2020-05-18
2020-05-05,SD,2721,16301,,220,24,19022,Old_Data,2020-05-18
2020-05-05,TN,13690,205172,,1156,226,218862,Old_Data,2020-05-18
2020-05-05,TX,33369,393841,,,906,427210,Old_Data,2020-05-18
2020-05-05,UT,5449,121266,,456,56,126715,Old_Data,2020-05-18
2020-05-05,VA,20256,93452,469,4113,713,114177,Old_Data,2020-05-18
2020-05-05,VI,66,973,34,,4,1073,Old_Data,2020-05-18
2020-05-05,VT,907,16611,,,52,17518,Old_Data,2020-05-18
2020-05-05,WA,16487,221085,,,841,237572,Old_Data,2020-05-18
2020-05-05,WI,8566,83967,236,1663,353,92769,Old_Data,2020-05-18
2020-05-05,WV,1238,53585,,,50,54823,Old_Data,2020-05-18
2020-05-05,WY,596,10319,,60,7,10915,Old_Data,2020-05-18
2020-05-04,AK,370,21353,,,9,21723,Old_Data,2020-05-18
2020-05-04,AL,8025,95092,,1064,296,103117,Old_Data,2020-05-18
2020-05-04,AR,3458,50984,,438,81,54442,Old_Data,2020-05-18
2020-05-04,AS,0,83,,,0,83,Old_Data,2020-05-18
2020-05-04,AZ,8919,76334,,1357,362,85253,Old_Data,2020-05-18
2020-05-04,CA,54937,692937,,,2254,747874,Old_Data,2020-05-18
2020-05-04,CO,16635,66455,,2799,842,83090,Old_Data,2020-05-18
2020-05-04,CT,29287,73206,,7758,2495,102493,Old_Data,2020-05-18
2020-05-04,DC,5170,18625,,,258,23795,Old_Data,2020-05-18
2020-05-04,DE,5288,18822,,,182,24110,Old_Data,2020-05-18
2020-05-04,FL,36897,407373,1181,6329,1423,445451,Old_Data,2020-05-18
2020-05-04,GA,29368,153957,,5526,1222,183325,Old_Data,2020-05-18
2020-05-04,GU,149,3242,,,5,3391,Old_Data,2020-05-18
2020-05-04,HI,620,33246,,73,17,33866,Old_Data,2020-05-18
2020-05-04,IA,9703,47458,,,188,57161,Old_Data,2020-05-18
2020-05-04,ID,2061,27746,,200,64,29807,Old_Data,2020-05-18
2020-05-04,IL,63840,269307,,,2662,333147,Old_Data,2020-05-18
2020-05-04,IN,20507,92790,,,1264,113297,Old_Data,2020-05-18
2020-05-04,KS,5245,33358,,553,136,38603,Old_Data,2020-05-18
2020-05-04,KY,5130,53279,,1519,253,58409,Old_Data,2020-05-18
2020-05-04,LA,29673,151258,,,2064,180931,Old_Data,2020-05-18
2020-05-04,MA,69087,255181,,6622,4090,324268,Old_Data,2020-05-18
2020-05-04,MD,26408,110587,,5199,1317,136995,Old_Data,2020-05-18
2020-05-04,ME,1205,19546,,186,57,20751,Old_Data,2020-05-18
2020-05-04,MI,43950,178439,,,4049,222389,Old_Data,2020-05-18
2020-05-04,MN,7234,78707,,1271,428,85941,Old_Data,2020-05-18
2020-05-04,MO,8754,82697,,,358,91451,Old_Data,2020-05-18
2020-05-04,MP,14,1321,,,2,1335,Old_Data,2020-05-18
2020-05-04,MS,7877,71800,,1316,310,79677,Old_Data,2020-05-18
2020-05-04,MT,457,14631,,62,16,15088,Old_Data,2020-05-18
2020-05-04,NC,11848,134591,,,430,146439,Old_Data,2020-05-18
2020-05-04,ND,1225,33529,,94,25,34754,Old_Data,2020-05-18
2020-05-04,NE,5910,27844,,,78,33754,Old_Data,2020-05-18
2020-05-04,NH,2588,24282,244,286,86,27114,Old_Data,2020-05-18
2020-05-04,NJ,128269,148951,647,,7910,277867,Old_Data,2020-05-18
2020-05-04,NM,3850,74127,,587,151,77977,Old_Data,2020-05-18
2020-05-04,NV,5491,40675,,,262,46166,Old_Data,2020-05-18
2020-05-04,NY,318953,688357,,69331,19415,1007310,Old_Data,2020-05-18
2020-05-04,OH,20474,134681,,3809,1056,155155,Old_Data,2020-05-18
2020-05-04,OK,4044,59804,,753,238,63848,Old_Data,2020-05-18
2020-05-04,OR,2759,60698,,608,109,63457,Old_Data,2020-05-18
2020-05-04,PA,50092,195498,,,2458,245590,Old_Data,2020-05-18
2020-05-04,PR,1843,9313,,,97,11156,Old_Data,2020-05-18
2020-05-04,RI,9652,64484,,1061,341,74136,Old_Data,2020-05-18
2020-05-04,SC,6626,57562,,1110,275,64188,Old_Data,2020-05-18
2020-05-04,SD,2668,16045,,211,21,18713,Old_Data,2020-05-18
2020-05-04,TN,13571,197872,,1143,219,211443,Old_Data,2020-05-18
2020-05-04,TX,32332,375066,,,884,407398,Old_Data,2020-05-18
2020-05-04,UT,5317,119344,,441,50,124661,Old_Data,2020-05-18
2020-05-04,VA,19492,92801,478,4010,684,112771,Old_Data,2020-05-18
2020-05-04,VI,66,965,15,,4,1046,Old_Data,2020-05-18
2020-05-04,VT,902,16430,,,52,17332,Old_Data,2020-05-18
2020-05-04,WA,16240,215143,,,834,231383,Old_Data,2020-05-18
2020-05-04,WI,8236,80467,226,1621,340,88929,Old_Data,2020-05-18
2020-05-04,WV,1206,52033,,,50,53239,Old_Data,2020-05-18
2020-05-04,WY,586,9868,,60,7,10454,Old_Data,2020-05-18
2020-05-03,AK,368,21210,,,9,21578,Old_Data,2020-05-18
2020-05-03,AL,7725,84775,,1035,290,92500,Old_Data,2020-05-18
2020-05-03,AR,3431,49459,,427,76,52890,Old_Data,2020-05-18
2020-05-03,AS,0,57,,,0,57,Old_Data,2020-05-18
2020-05-03,AZ,8640,72479,,1348,362,81119,Old_Data,2020-05-18
2020-05-03,CA,53616,662135,,,2215,715751,Old_Data,2020-05-18
2020-05-03,CO,16225,63681,,2793,832,79906,Old_Data,2020-05-18
2020-05-03,CT,29287,73206,,7758,2436,102493,Old_Data,2020-05-18
2020-05-03,DC,5016,18086,,,251,23102,Old_Data,2020-05-18
2020-05-03,DE,5208,18529,,,177,23737,Old_Data,2020-05-18
2020-05-03,FL,36078,392111,1226,6244,1403,429415,Old_Data,2020-05-18
2020-05-03,GA,28602,146494,,5393,1177,175096,Old_Data,2020-05-18
2020-05-03,GU,150,3152,,,5,3302,Old_Data,2020-05-18
2020-05-03,HI,620,32330,,72,16,32950,Old_Data,2020-05-18
2020-05-03,IA,9169,44017,,,184,53186,Old_Data,2020-05-18
2020-05-03,ID,2061,27746,,200,63,29807,Old_Data,2020-05-18
2020-05-03,IL,61499,257814,,,2618,319313,Old_Data,2020-05-18
2020-05-03,IN,19933,88926,,,1246,108859,Old_Data,2020-05-18
2020-05-03,KS,5030,31748,,547,134,36778,Old_Data,2020-05-18
2020-05-03,KY,4879,52770,,1411,248,57649,Old_Data,2020-05-18
2020-05-03,LA,29340,146820,,,1969,176160,Old_Data,2020-05-18
2020-05-03,MA,68087,246559,,6507,4004,314646,Old_Data,2020-05-18
2020-05-03,MD,25462,107332,,5051,1281,132794,Old_Data,2020-05-18
2020-05-03,ME,1185,19546,,183,57,20731,Old_Data,2020-05-18
2020-05-03,MI,43754,168778,,,4049,212532,Old_Data,2020-05-18
2020-05-03,MN,6663,75969,,1199,419,82632,Old_Data,2020-05-18
2020-05-03,MO,8386,74590,,,352,82976,Old_Data,2020-05-18
2020-05-03,MP,14,1321,,,2,1335,Old_Data,2020-05-18
2020-05-03,MS,7550,70043,,1298,303,77593,Old_Data,2020-05-18
2020-05-03,MT,455,14552,,61,16,15007,Old_Data,2020-05-18
2020-05-03,NC,11664,132171,,,422,143835,Old_Data,2020-05-18
2020-05-03,ND,1191,32162,,90,25,33353,Old_Data,2020-05-18
2020-05-03,NE,5326,25936,,,76,31262,Old_Data,2020-05-18
2020-05-03,NH,2429,25964,220,277,84,28613,Old_Data,2020-05-18
2020-05-03,NJ,126744,148322,641,,7871,275707,Old_Data,2020-05-18
2020-05-03,NM,3732,71212,,587,139,74944,Old_Data,2020-05-18
2020-05-03,NV,5426,39843,,,257,45269,Old_Data,2020-05-18
2020-05-03,NY,316415,669496,,68736,19189,985911,Old_Data,2020-05-18
2020-05-03,OH,19914,130252,,3769,1038,150166,Old_Data,2020-05-18
2020-05-03,OK,3972,59804,,743,238,63776,Old_Data,2020-05-18
2020-05-03,OR,2680,59374,,598,109,62054,Old_Data,2020-05-18
2020-05-03,PA,49267,191374,,,2444,240641,Old_Data,2020-05-18
2020-05-03,PR,1808,9313,,,97,11121,Old_Data,2020-05-18
2020-05-03,RI,9477,62450,,1013,320,71927,Old_Data,2020-05-18
2020-05-03,SC,6626,57562,,1110,275,64188,Old_Data,2020-05-18
2020-05-03,SD,2631,15786,,197,21,18417,Old_Data,2020-05-18
2020-05-03,TN,13177,191430,,1135,210,204607,Old_Data,2020-05-18
2020-05-03,TX,31548,359012,,,867,390560,Old_Data,2020-05-18
2020-05-03,UT,5175,116927,,436,50,122102,Old_Data,2020-05-18
2020-05-03,VA,18671,89331,465,3910,660,108467,Old_Data,2020-05-18
2020-05-03,VI,66,951,29,,4,1046,Old_Data,2020-05-18
2020-05-03,VT,897,16057,,,52,16954,Old_Data,2020-05-18
2020-05-03,WA,15869,208958,,,830,224827,Old_Data,2020-05-18
2020-05-03,WI,7964,77997,231,1608,339,86192,Old_Data,2020-05-18
2020-05-03,WV,1191,50447,,,50,51638,Old_Data,2020-05-18
2020-05-03,WY,579,9640,,60,7,10219,Old_Data,2020-05-18
2020-05-02,AK,365,21034,,,9,21399,Old_Data,2020-05-18
2020-05-02,AL,7434,84775,,1023,288,92209,Old_Data,2020-05-18
2020-05-02,AR,3372,48210,,414,73,51582,Old_Data,2020-05-18
2020-05-02,AS,0,57,,,0,57,Old_Data,2020-05-18
2020-05-02,AZ,8364,69633,,1339,348,77997,Old_Data,2020-05-18
2020-05-02,CA,52197,634606,,,2171,686803,Old_Data,2020-05-18
2020-05-02,CO,15768,61181,,2747,820,76949,Old_Data,2020-05-18
2020-05-02,CT,28764,71493,,7758,2339,100257,Old_Data,2020-05-18
2020-05-02,DC,4797,17207,,,240,22004,Old_Data,2020-05-18
2020-05-02,DE,5038,18074,,,168,23112,Old_Data,2020-05-18
2020-05-02,FL,35463,380549,,5945,1388,416012,Old_Data,2020-05-18
2020-05-02,GA,28306,146494,,5387,1174,174800,Old_Data,2020-05-18
2020-05-02,GU,148,3040,,,5,3188,Old_Data,2020-05-18
2020-05-02,HI,619,31366,,72,16,31985,Old_Data,2020-05-18
2020-05-02,IA,8641,37708,,,175,46349,Old_Data,2020-05-18
2020-05-02,ID,2035,27455,,178,63,29490,Old_Data,2020-05-18
2020-05-02,IL,58505,241391,,,2559,299896,Old_Data,2020-05-18
2020-05-02,IN,19295,84846,,,1229,104141,Old_Data,2020-05-18
2020-05-02,KS,4746,30196,,541,131,34942,Old_Data,2020-05-18
2020-05-02,KY,4879,52770,,1411,248,57649,Old_Data,2020-05-18
2020-05-02,LA,29140,143718,,,1950,172858,Old_Data,2020-05-18
2020-05-02,MA,66263,232731,,6378,3846,298994,Old_Data,2020-05-18
2020-05-02,MD,24473,101049,,4910,1251,125522,Old_Data,2020-05-18
2020-05-02,ME,1152,19546,,181,56,20698,Old_Data,2020-05-18
2020-05-02,MI,43207,158502,,,4020,201709,Old_Data,2020-05-18
2020-05-02,MN,6228,72779,,1159,395,79007,Old_Data,2020-05-18
2020-05-02,MO,8154,74590,,,351,82744,Old_Data,2020-05-18
2020-05-02,MP,14,934,,,2,948,Old_Data,2020-05-18
2020-05-02,MS,7441,67034,,1265,291,74475,Old_Data,2020-05-18
2020-05-02,MT,455,14180,,61,16,14635,Old_Data,2020-05-18
2020-05-02,NC,11509,127966,,,420,139475,Old_Data,2020-05-18
2020-05-02,ND,1153,30394,,90,24,31547,Old_Data,2020-05-18
2020-05-02,NE,4838,24510,,,73,29348,Old_Data,2020-05-18
2020-05-02,NH,2310,22039,159,270,81,24508,Old_Data,2020-05-18
2020-05-02,NJ,123717,138595,676,,7742,262988,Old_Data,2020-05-18
2020-05-02,NM,3513,67605,,587,131,71118,Old_Data,2020-05-18
2020-05-02,NV,5311,39076,,,254,44387,Old_Data,2020-05-18
2020-05-02,NY,312977,646094,,67890,18909,959071,Old_Data,2020-05-18
2020-05-02,OH,19335,126484,,3712,1021,145819,Old_Data,2020-05-18
2020-05-02,OK,3851,59804,,743,238,63655,Old_Data,2020-05-18
2020-05-02,OR,2635,57501,,595,109,60136,Old_Data,2020-05-18
2020-05-02,PA,48305,187071,,,2418,235376,Old_Data,2020-05-18
2020-05-02,PR,1757,9313,,,95,11070,Old_Data,2020-05-18
2020-05-02,RI,9289,60639,,977,296,69928,Old_Data,2020-05-18
2020-05-02,SC,6489,55127,,1110,267,61616,Old_Data,2020-05-18
2020-05-02,SD,2588,15503,,187,21,18091,Old_Data,2020-05-18
2020-05-02,TN,12661,183615,,1125,209,196276,Old_Data,2020-05-18
2020-05-02,TX,30522,350126,,,847,380648,Old_Data,2020-05-18
2020-05-02,UT,4981,112823,,418,49,117804,Old_Data,2020-05-18
2020-05-02,VA,17731,84365,458,3738,616,102554,Old_Data,2020-05-18
2020-05-02,VI,66,922,54,,4,1042,Old_Data,2020-05-18
2020-05-02,VT,886,15705,,,51,16591,Old_Data,2020-05-18
2020-05-02,WA,15791,207666,,,824,223457,Old_Data,2020-05-18
2020-05-02,WI,7660,75570,231,1591,334,83461,Old_Data,2020-05-18
2020-05-02,WV,1169,47977,,,48,49146,Old_Data,2020-05-18
2020-05-02,WY,566,9463,,58,7,10029,Old_Data,2020-05-18
2020-05-01,AK,364,19961,,,9,20325,Old_Data,2020-05-18
2020-05-01,AL,7158,84775,,1008,279,91933,Old_Data,2020-05-18
2020-05-01,AR,3321,46355,,414,64,49676,Old_Data,2020-05-18
2020-05-01,AS,0,57,,,0,57,Old_Data,2020-05-18
2020-05-01,AZ,7962,66917,,1203,330,74879,Old_Data,2020-05-18
2020-05-01,CA,50442,604543,,,2073,654985,Old_Data,2020-05-18
2020-05-01,CO,15284,57106,,2697,777,72390,Old_Data,2020-05-18
2020-05-01,CT,28764,71493,,7758,2339,100257,Old_Data,2020-05-18
2020-05-01,DC,4658,16477,,,231,21135,Old_Data,2020-05-18
2020-05-01,DE,4918,17667,,,159,22585,Old_Data,2020-05-18
2020-05-01,FL,34728,367971,,5795,1314,402699,Old_Data,2020-05-18
2020-05-01,GA,27270,141097,,5269,1154,168367,Old_Data,2020-05-18
2020-05-01,GU,146,2859,,,5,3005,Old_Data,2020-05-18
2020-05-01,HI,618,30476,,70,16,31094,Old_Data,2020-05-18
2020-05-01,IA,7884,37708,,,170,45592,Old_Data,2020-05-18
2020-05-01,ID,2015,27210,,178,63,29225,Old_Data,2020-05-18
2020-05-01,IL,56055,228633,,,2457,284688,Old_Data,2020-05-18
2020-05-01,IN,18630,81009,,,1175,99639,Old_Data,2020-05-18
2020-05-01,KS,4449,28585,,534,130,33034,Old_Data,2020-05-18
2020-05-01,KY,4708,51904,,1375,240,56612,Old_Data,2020-05-18
2020-05-01,LA,28711,139540,,,1927,168251,Old_Data,2020-05-18
2020-05-01,MA,64311,225325,,6169,3716,289636,Old_Data,2020-05-18
2020-05-01,MD,23472,97511,,4718,1192,120983,Old_Data,2020-05-18
2020-05-01,ME,1123,19546,,177,55,20669,Old_Data,2020-05-18
2020-05-01,MI,42356,148149,,,3866,190505,Old_Data,2020-05-18
2020-05-01,MN,5730,69099,,1096,371,74829,Old_Data,2020-05-18
2020-05-01,MO,7835,74590,,,337,82425,Old_Data,2020-05-18
2020-05-01,MP,14,749,,,2,763,Old_Data,2020-05-18
2020-05-01,MS,7212,64336,,1226,281,71548,Old_Data,2020-05-18
2020-05-01,MT,453,13750,,61,16,14203,Old_Data,2020-05-18
2020-05-01,NC,10923,122909,,,399,133832,Old_Data,2020-05-18
2020-05-01,ND,1107,28418,,86,23,29525,Old_Data,2020-05-18
2020-05-01,NE,4281,23104,,,70,27385,Old_Data,2020-05-18
2020-05-01,NH,2146,19903,302,262,72,22351,Old_Data,2020-05-18
2020-05-01,NJ,121190,135355,583,,7538,257128,Old_Data,2020-05-18
2020-05-01,NM,3411,64458,,536,123,67869,Old_Data,2020-05-18
2020-05-01,NV,5227,38368,,,243,43595,Old_Data,2020-05-18
2020-05-01,NY,308314,619124,,67180,18610,927438,Old_Data,2020-05-18
2020-05-01,OH,18743,121763,,3634,1002,140506,Old_Data,2020-05-18
2020-05-01,OK,3748,59804,,715,230,63552,Old_Data,2020-05-18
2020-05-01,OR,2579,55597,,591,104,58176,Old_Data,2020-05-18
2020-05-01,PA,46971,180477,,,2354,227448,Old_Data,2020-05-18
2020-05-01,PR,1575,9313,,,92,10888,Old_Data,2020-05-18
2020-05-01,RI,8962,57686,,937,279,66648,Old_Data,2020-05-18
2020-05-01,SC,6258,53121,,1110,256,59379,Old_Data,2020-05-18
2020-05-01,SD,2525,14838,,179,21,17363,Old_Data,2020-05-18
2020-05-01,TN,11891,174241,,1113,204,186132,Old_Data,2020-05-18
2020-05-01,TX,29229,322546,,,816,351775,Old_Data,2020-05-18
2020-05-01,UT,4828,107730,,403,46,112558,Old_Data,2020-05-18
2020-05-01,VA,16901,89539,468,3654,581,106908,Old_Data,2020-05-18
2020-05-01,VI,66,811,68,,4,945,Old_Data,2020-05-18
2020-05-01,VT,879,15354,,,50,16233,Old_Data,2020-05-18
2020-05-01,WA,15682,205218,,,814,220900,Old_Data,2020-05-18
2020-05-01,WI,7314,72566,218,1544,327,80098,Old_Data,2020-05-18
2020-05-01,WV,1136,45708,,,46,46844,Old_Data,2020-05-18
2020-05-01,WY,559,9136,,56,7,9695,Old_Data,2020-05-18
2020-04-30,AK,355,18764,,,9,19119,Old_Data,2020-05-18
2020-04-30,AL,7019,80177,,978,269,87196,Old_Data,2020-05-18
2020-04-30,AR,3255,45124,,402,61,48379,Old_Data,2020-05-18
2020-04-30,AS,0,3,17,,0,20,Old_Data,2020-05-18
2020-04-30,AZ,7648,64138,,1169,320,71786,Old_Data,2020-05-18
2020-04-30,CA,48917,576420,,,1982,625337,Old_Data,2020-05-18
2020-04-30,CO,14758,56301,,2621,766,71059,Old_Data,2020-05-18
2020-04-30,CT,27700,69433,,,2257,97133,Old_Data,2020-05-18
2020-04-30,DC,4323,15756,,,224,20079,Old_Data,2020-05-18
2020-04-30,DE,4734,17086,,,152,21820,Old_Data,2020-05-18
2020-04-30,FL,33690,348715,1187,5795,1290,383592,Old_Data,2020-05-18
2020-04-30,GA,26155,122889,,5156,1120,149044,Old_Data,2020-05-18
2020-04-30,GU,146,1962,,,5,2108,Old_Data,2020-05-18
2020-04-30,HI,613,30027,,69,16,30640,Old_Data,2020-05-18
2020-04-30,IA,7145,35522,,,162,42667,Old_Data,2020-05-18
2020-04-30,ID,1984,26709,,175,60,28693,Old_Data,2020-05-18
2020-04-30,IL,52918,216949,,,2355,269867,Old_Data,2020-05-18
2020-04-30,IN,17835,77163,,,1114,94998,Old_Data,2020-05-18
2020-04-30,KS,4238,27388,,523,129,31626,Old_Data,2020-05-18
2020-04-30,KY,4539,49562,,1359,235,54101,Old_Data,2020-05-18
2020-04-30,LA,28001,133308,,,1862,161309,Old_Data,2020-05-18
2020-04-30,MA,62205,213442,,5942,3562,275647,Old_Data,2020-05-18
2020-04-30,MD,21742,92617,,4559,1140,114359,Old_Data,2020-05-18
2020-04-30,ME,1095,19546,,170,53,20641,Old_Data,2020-05-18
2020-04-30,MI,41379,138888,,,3789,180267,Old_Data,2020-05-18
2020-04-30,MN,5136,65140,,1044,343,70276,Old_Data,2020-05-18
2020-04-30,MO,7562,73125,,,329,80687,Old_Data,2020-05-18
2020-04-30,MP,14,585,,,2,599,Old_Data,2020-05-18
2020-04-30,MS,6815,59525,,1175,261,66340,Old_Data,2020-05-18
2020-04-30,MT,453,13461,,61,16,13914,Old_Data,2020-05-18
2020-04-30,NC,10509,117527,,,378,128036,Old_Data,2020-05-18
2020-04-30,ND,1067,26393,,85,19,27460,Old_Data,2020-05-18
2020-04-30,NE,3784,21537,,,68,25321,Old_Data,2020-05-18
2020-04-30,NH,2054,19867,272,259,66,22193,Old_Data,2020-05-18
2020-04-30,NJ,118652,129266,478,,7228,248396,Old_Data,2020-05-18
2020-04-30,NM,3213,61872,,536,112,65085,Old_Data,2020-05-18
2020-04-30,NV,4998,36988,,,237,41986,Old_Data,2020-05-18
2020-04-30,NY,304372,596264,,66369,18321,900636,Old_Data,2020-05-18
2020-04-30,OH,18027,115863,,3533,975,133890,Old_Data,2020-05-18
2020-04-30,OK,3618,59804,,703,222,63422,Old_Data,2020-05-18
2020-04-30,OR,2510,53522,,578,103,56032,Old_Data,2020-05-18
2020-04-30,PA,45763,175602,,,2292,221365,Old_Data,2020-05-18
2020-04-30,PR,1539,9313,,,92,10852,Old_Data,2020-05-18
2020-04-30,RI,8621,55089,,896,266,63710,Old_Data,2020-05-18
2020-04-30,SC,6095,50417,,1000,244,56512,Old_Data,2020-05-18
2020-04-30,SD,2449,14579,,173,17,17028,Old_Data,2020-05-18
2020-04-30,TN,10735,166891,,1045,199,177626,Old_Data,2020-05-18
2020-04-30,TX,28087,302213,,,782,330300,Old_Data,2020-05-18
2020-04-30,UT,4672,103829,,390,46,108501,Old_Data,2020-05-18
2020-04-30,VA,15846,75663,583,3654,552,92092,Old_Data,2020-05-18
2020-04-30,VI,66,807,43,,4,916,Old_Data,2020-05-18
2020-04-30,VT,866,14786,,,49,15652,Old_Data,2020-05-18
2020-04-30,WA,15376,199138,,,801,214514,Old_Data,2020-05-18
2020-04-30,WI,6854,69394,195,1512,316,76443,Old_Data,2020-05-18
2020-04-30,WV,1118,43423,,,41,44541,Old_Data,2020-05-18
2020-04-30,WY,544,8902,,56,7,9446,Old_Data,2020-05-18
2020-04-29,AK,355,18764,,,9,19119,Old_Data,2020-05-18
2020-04-29,AL,6842,73607,,945,245,80449,Old_Data,2020-05-18
2020-04-29,AR,3192,42257,,389,59,45449,Old_Data,2020-05-18
2020-04-29,AS,0,3,17,,0,20,Old_Data,2020-05-18
2020-04-29,AZ,7202,61611,,1131,304,68813,Old_Data,2020-05-18
2020-04-29,CA,46500,556639,,,1887,603139,Old_Data,2020-05-18
2020-04-29,CO,14735,54714,,2610,760,69449,Old_Data,2020-05-18
2020-04-29,CT,26767,68051,,,2168,94818,Old_Data,2020-05-18
2020-04-29,DC,4106,15123,,,205,19229,Old_Data,2020-05-18
2020-04-29,DE,4655,16883,,,144,21538,Old_Data,2020-05-18
2020-04-29,FL,33193,340295,1252,5624,1240,374740,Old_Data,2020-05-18
2020-04-29,GA,25572,118367,,5056,1093,143939,Old_Data,2020-05-18
2020-04-29,GU,145,1702,,,5,1847,Old_Data,2020-05-18
2020-04-29,HI,609,29009,,69,16,29618,Old_Data,2020-05-18
2020-04-29,IA,6843,34494,,,148,41337,Old_Data,2020-05-18
2020-04-29,ID,1952,26430,,173,60,28382,Old_Data,2020-05-18
2020-04-29,IL,50355,206312,,,2215,256667,Old_Data,2020-05-18
2020-04-29,IN,17182,74368,,,1065,91550,Old_Data,2020-05-18
2020-04-29,KS,3738,25720,,515,125,29458,Old_Data,2020-05-18
2020-04-29,KY,4375,48036,,1331,225,52411,Old_Data,2020-05-18
2020-04-29,LA,27660,128908,,,1802,156568,Old_Data,2020-05-18
2020-04-29,MA,60265,205353,,5758,3405,265618,Old_Data,2020-05-18
2020-04-29,MD,20849,90080,,4402,1078,110929,Old_Data,2020-05-18
2020-04-29,ME,1056,19546,,166,52,20602,Old_Data,2020-05-18
2020-04-29,MI,40399,131953,,,3670,172352,Old_Data,2020-05-18
2020-04-29,MN,4644,62100,,950,319,66744,Old_Data,2020-05-18
2020-04-29,MO,7425,69734,,,318,77159,Old_Data,2020-05-18
2020-04-29,MP,14,210,,,2,224,Old_Data,2020-05-18
2020-04-29,MS,6569,59525,,1126,250,66094,Old_Data,2020-05-18
2020-04-29,MT,451,13077,,61,16,13528,Old_Data,2020-05-18
2020-04-29,NC,9948,108492,,,354,118440,Old_Data,2020-05-18
2020-04-29,ND,1033,24503,,82,19,25536,Old_Data,2020-05-18
2020-04-29,NE,3374,20257,,,55,23631,Old_Data,2020-05-18
2020-04-29,NH,2010,18736,81,249,60,20827,Old_Data,2020-05-18
2020-04-29,NJ,116264,125054,617,,6770,241935,Old_Data,2020-05-18
2020-04-29,NM,2974,58771,,509,110,61745,Old_Data,2020-05-18
2020-04-29,NV,4898,36130,,,230,41028,Old_Data,2020-05-18
2020-04-29,NY,299691,572790,,65397,18015,872481,Old_Data,2020-05-18
2020-04-29,OH,17303,111605,,3421,937,128908,Old_Data,2020-05-18
2020-04-29,OK,3473,57794,,693,214,61267,Old_Data,2020-05-18
2020-04-29,OR,2446,52026,,569,101,54472,Old_Data,2020-05-18
2020-04-29,PA,44366,170517,,,2195,214883,Old_Data,2020-05-18
2020-04-29,PR,1433,9313,1940,,86,12686,Old_Data,2020-05-18
2020-04-29,RI,8247,51918,,750,251,60165,Old_Data,2020-05-18
2020-04-29,SC,5881,48336,,1000,203,54217,Old_Data,2020-05-18
2020-04-29,SD,2373,14460,,165,13,16833,Old_Data,2020-05-18
2020-04-29,TN,10366,158183,,1013,195,168549,Old_Data,2020-05-18
2020-04-29,TX,27054,287736,,,732,314790,Old_Data,2020-05-18
2020-04-29,UT,4495,101283,,383,45,105778,Old_Data,2020-05-18
2020-04-29,VA,14961,70979,620,3608,522,86560,Old_Data,2020-05-18
2020-04-29,VI,62,732,78,,4,872,Old_Data,2020-05-18
2020-04-29,VT,862,14567,,,47,15429,Old_Data,2020-05-18
2020-04-29,WA,15138,193221,,,786,208359,Old_Data,2020-05-18
2020-04-29,WI,6520,66630,227,1489,308,73377,Old_Data,2020-05-18
2020-04-29,WV,1095,41976,,,38,43071,Old_Data,2020-05-18
2020-04-29,WY,536,8681,,56,7,9217,Old_Data,2020-05-18
2020-04-28,AK,351,16738,,,9,17089,Old_Data,2020-05-18
2020-04-28,AL,6687,69140,,911,242,75827,Old_Data,2020-05-18
2020-04-28,AR,3111,37560,,,52,40671,Old_Data,2020-05-18
2020-04-28,AS,0,3,17,,0,20,Old_Data,2020-05-18
2020-04-28,AZ,6948,60490,,1095,293,67438,Old_Data,2020-05-18
2020-04-28,CA,45031,532577,,,1809,577608,Old_Data,2020-05-18
2020-04-28,CO,13879,52462,,2485,706,66341,Old_Data,2020-05-18
2020-04-28,CT,26312,66433,,,2089,92745,Old_Data,2020-05-18
