date_COVID,state,positive,negative,pending,hospitalized,death,total,Most_Recent_Date,Data_asof
2020-04-16,CO,8280,32253,,1636,357,40533,Old_Data,2020-05-18
2020-04-16,CT,15884,37238,,,971,53122,Old_Data,2020-05-18
2020-04-16,DC,2350,9800,,,81,12150,Old_Data,2020-05-18
2020-04-16,DE,2075,11275,,,52,13350,Old_Data,2020-05-18
2020-04-16,FL,22897,196351,1325,3460,646,220573,Old_Data,2020-05-18
2020-04-16,GA,15669,52270,,3108,587,67939,Old_Data,2020-05-18
2020-04-16,GU,133,870,,,5,1003,Old_Data,2020-05-18
2020-04-16,HI,530,20170,,45,9,20700,Old_Data,2020-05-18
2020-04-16,IA,2141,18534,,,60,20675,Old_Data,2020-05-18
2020-04-16,ID,1587,14244,,143,41,15831,Old_Data,2020-05-18
2020-04-16,IL,25733,96856,,,1072,122589,Old_Data,2020-05-18
2020-04-16,IN,9542,41573,,,477,51115,Old_Data,2020-05-18
2020-04-16,KS,1588,14534,,359,80,16122,Old_Data,2020-05-18
2020-04-16,KY,2291,26033,,807,122,28324,Old_Data,2020-05-18
2020-04-16,LA,22532,104054,,,1156,126586,Old_Data,2020-05-18
2020-04-16,MA,32492,110098,,3726,1667,142590,Old_Data,2020-05-18
2020-04-16,MD,10784,48059,,2451,459,58843,Old_Data,2020-05-18
2020-04-16,ME,796,14076,,130,27,14872,Old_Data,2020-05-18
2020-04-16,MI,29263,65023,,,2093,94286,Old_Data,2020-05-18
2020-04-16,MN,1912,39763,,475,94,41675,Old_Data,2020-05-18
2020-04-16,MO,5111,45537,,,152,50648,Old_Data,2020-05-18
2020-04-16,MP,13,27,7,,2,47,Old_Data,2020-05-18
2020-04-16,MS,3624,34791,,682,129,38415,Old_Data,2020-05-18
2020-04-16,MT,415,9521,,52,7,9936,Old_Data,2020-05-18
2020-04-16,NC,5465,65452,,,131,70917,Old_Data,2020-05-18
2020-04-16,ND,393,11311,,45,9,11704,Old_Data,2020-05-18
2020-04-16,NE,952,11342,,,21,12294,Old_Data,2020-05-18
2020-04-16,NH,1139,11027,121,178,32,12287,Old_Data,2020-05-18
2020-04-16,NJ,75317,76513,,,3518,151830,Old_Data,2020-05-18
2020-04-16,NM,1484,31910,,215,36,33394,Old_Data,2020-05-18
2020-04-16,NV,3321,25130,,,137,28451,Old_Data,2020-05-18
2020-04-16,NY,222284,328295,,48535,12192,550579,Old_Data,2020-05-18
2020-04-16,OH,8414,66426,,2331,389,74840,Old_Data,2020-05-18
2020-04-16,OK,2357,28542,,528,131,30899,Old_Data,2020-05-18
2020-04-16,OR,1736,33202,,414,64,34938,Old_Data,2020-05-18
2020-04-16,PA,27735,113735,,,707,141470,Old_Data,2020-05-18
2020-04-16,PR,1043,7315,1465,,56,9823,Old_Data,2020-05-18
2020-04-16,RI,3838,24226,,331,105,28064,Old_Data,2020-05-18
2020-04-16,SC,3656,31077,,675,107,34733,Old_Data,2020-05-18
2020-04-16,SD,1311,9239,2,55,7,10552,Old_Data,2020-05-18
2020-04-16,TN,6262,78787,,691,141,85049,Old_Data,2020-05-18
2020-04-16,TX,16455,142092,,,393,158547,Old_Data,2020-05-18
2020-04-16,UT,2683,46995,,238,21,49678,Old_Data,2020-05-18
2020-04-16,VA,6889,39555,537,1114,208,46981,Old_Data,2020-05-18
2020-04-16,VI,51,357,35,,1,443,Old_Data,2020-05-18
2020-04-16,VT,768,10739,,,35,11507,Old_Data,2020-05-18
2020-04-16,WA,11859,135818,,,571,147677,Old_Data,2020-05-18
2020-04-16,WI,3875,40974,218,1121,197,45067,Old_Data,2020-05-18
2020-04-16,WV,739,17567,,,13,18306,Old_Data,2020-05-18
2020-04-16,WY,296,6131,,43,2,6427,Old_Data,2020-05-18
2020-04-15,AK,293,8371,,34,9,8664,Old_Data,2020-05-18
2020-04-15,AL,4113,29964,,525,121,34077,Old_Data,2020-05-18
2020-04-15,AR,1569,20265,,130,33,21834,Old_Data,2020-05-18
2020-04-15,AS,0,3,17,,,20,Old_Data,2020-05-18
2020-04-15,AZ,3962,41348,,,142,45310,Old_Data,2020-05-18
2020-04-15,CA,24424,192062,13200,,821,229686,Old_Data,2020-05-18
2020-04-15,CO,7941,31639,,1556,329,39580,Old_Data,2020-05-18
2020-04-15,CT,14755,35388,,,868,50143,Old_Data,2020-05-18
2020-04-15,DC,2197,9328,,,72,11525,Old_Data,2020-05-18
2020-04-15,DE,2014,11088,,,46,13102,Old_Data,2020-05-18
2020-04-15,FL,22511,190998,1335,3344,609,214844,Old_Data,2020-05-18
2020-04-15,GA,14987,49103,,2922,552,64090,Old_Data,2020-05-18
2020-04-15,GU,133,843,,,5,976,Old_Data,2020-05-18
2020-04-15,HI,517,19286,,45,9,19803,Old_Data,2020-05-18
2020-04-15,IA,1995,17874,,,53,19869,Old_Data,2020-05-18
2020-04-15,ID,1464,13934,,141,39,15398,Old_Data,2020-05-18
2020-04-15,IL,24593,92336,,,948,116929,Old_Data,2020-05-18
2020-04-15,IN,8955,39441,,,436,48396,Old_Data,2020-05-18
2020-04-15,KS,1494,13174,,342,76,14668,Old_Data,2020-05-18
2020-04-15,KY,2210,25487,,687,115,27697,Old_Data,2020-05-18
2020-04-15,LA,21951,99977,,,1103,121928,Old_Data,2020-05-18
2020-04-15,MA,29970,102790,,3637,1502,132760,Old_Data,2020-05-18
2020-04-15,MD,10032,45731,,2231,413,55763,Old_Data,2020-05-18
2020-04-15,ME,770,14076,,126,24,14846,Old_Data,2020-05-18
2020-04-15,MI,28059,61638,,,1921,89697,Old_Data,2020-05-18
2020-04-15,MN,1809,38433,,445,87,40242,Old_Data,2020-05-18
2020-04-15,MO,4895,44117,,,147,49012,Old_Data,2020-05-18
2020-04-15,MP,13,27,7,,2,47,Old_Data,2020-05-18
2020-04-15,MS,3360,34791,,645,122,38151,Old_Data,2020-05-18
2020-04-15,MT,404,9179,,51,7,9583,Old_Data,2020-05-18
2020-04-15,NC,5123,62704,,,117,67827,Old_Data,2020-05-18
2020-04-15,ND,365,10952,,44,9,11317,Old_Data,2020-05-18
2020-04-15,NE,901,10828,,,20,11729,Old_Data,2020-05-18
2020-04-15,NH,1139,11027,121,178,32,12287,Old_Data,2020-05-18
2020-04-15,NJ,71030,72991,,,3156,144021,Old_Data,2020-05-18
2020-04-15,NM,1407,31443,,181,36,32850,Old_Data,2020-05-18
2020-04-15,NV,3211,24444,,,131,27655,Old_Data,2020-05-18
2020-04-15,NY,213779,312233,,46539,11586,526012,Old_Data,2020-05-18
2020-04-15,OH,7791,63761,,2237,361,71552,Old_Data,2020-05-18
2020-04-15,OK,2263,26956,,510,123,29219,Old_Data,2020-05-18
2020-04-15,OR,1663,31688,,401,58,33351,Old_Data,2020-05-18
2020-04-15,PA,26490,111094,,,647,137584,Old_Data,2020-05-18
2020-04-15,PR,974,6825,1410,,51,9209,Old_Data,2020-05-18
2020-04-15,RI,3529,22368,,331,87,25897,Old_Data,2020-05-18
2020-04-15,SC,3656,31077,,675,107,34733,Old_Data,2020-05-18
2020-04-15,SD,1168,8691,0,51,6,9859,Old_Data,2020-05-18
2020-04-15,TN,6079,74817,,663,135,80896,Old_Data,2020-05-18
2020-04-15,TX,15492,136318,,,364,151810,Old_Data,2020-05-18
2020-04-15,UT,2542,45072,,221,20,47614,Old_Data,2020-05-18
2020-04-15,VA,6500,37669,496,1048,195,44665,Old_Data,2020-05-18
2020-04-15,VI,51,331,35,,1,417,Old_Data,2020-05-18
2020-04-15,VT,759,10322,,,30,11081,Old_Data,2020-05-18
2020-04-15,WA,11555,131849,,,551,143404,Old_Data,2020-05-18
2020-04-15,WI,3721,39326,280,1091,182,43327,Old_Data,2020-05-18
2020-04-15,WV,702,16954,,164,10,17656,Old_Data,2020-05-18
2020-04-15,WY,287,6042,,43,2,6329,Old_Data,2020-05-18
2020-04-14,AK,285,8063,,32,9,8348,Old_Data,2020-05-18
2020-04-14,AL,3876,29241,,493,110,33117,Old_Data,2020-05-18
2020-04-14,AR,1480,19651,,130,30,21131,Old_Data,2020-05-18
2020-04-14,AS,0,3,17,,,20,Old_Data,2020-05-18
2020-04-14,AZ,3806,40290,,,131,44096,Old_Data,2020-05-18
2020-04-14,CA,23338,178870,13200,,758,215408,Old_Data,2020-05-18
2020-04-14,CO,7691,31051,,1493,308,38742,Old_Data,2020-05-18
2020-04-14,CT,13989,31852,,,671,45841,Old_Data,2020-05-18
2020-04-14,DC,2058,9226,,,67,11284,Old_Data,2020-05-18
2020-04-14,DE,1761,10543,,,41,12304,Old_Data,2020-05-18
2020-04-14,FL,21367,181813,1275,3060,537,204455,Old_Data,2020-05-18
2020-04-14,GA,14223,47572,,2769,501,61795,Old_Data,2020-05-18
2020-04-14,GU,133,811,,,5,944,Old_Data,2020-05-18
2020-04-14,HI,504,18916,,44,9,19420,Old_Data,2020-05-18
2020-04-14,IA,1899,16986,,,49,18885,Old_Data,2020-05-18
2020-04-14,ID,1453,13661,,135,33,15114,Old_Data,2020-05-18
2020-04-14,IL,23247,87369,,,868,110616,Old_Data,2020-05-18
2020-04-14,IN,8527,37490,,,388,46017,Old_Data,2020-05-18
2020-04-14,KS,1426,12721,,327,69,14147,Old_Data,2020-05-18
2020-04-14,KY,2048,24635,,673,104,26683,Old_Data,2020-05-18
2020-04-14,LA,21518,96904,,,1013,118422,Old_Data,2020-05-18
2020-04-14,MA,28109,98820,,3616,1329,126929,Old_Data,2020-05-18
2020-04-14,MD,9472,44261,,2122,302,53733,Old_Data,2020-05-18
2020-04-14,ME,734,11608,,124,20,12342,Old_Data,2020-05-18
2020-04-14,MI,27001,59225,,,1768,86226,Old_Data,2020-05-18
2020-04-14,MN,1695,37546,,405,79,39241,Old_Data,2020-05-18
2020-04-14,MO,4686,43292,,,133,47978,Old_Data,2020-05-18
2020-04-14,MP,13,27,7,,2,47,Old_Data,2020-05-18
2020-04-14,MS,3087,34791,,596,111,37878,Old_Data,2020-05-18
2020-04-14,MT,399,8835,,50,7,9234,Old_Data,2020-05-18
2020-04-14,NC,5024,60015,,,108,65039,Old_Data,2020-05-18
2020-04-14,ND,341,10575,,42,9,10916,Old_Data,2020-05-18
2020-04-14,NE,871,10486,,,18,11357,Old_Data,2020-05-18
2020-04-14,NH,1020,10590,25,152,23,11635,Old_Data,2020-05-18
2020-04-14,NJ,68824,70950,,,2805,139774,Old_Data,2020-05-18
2020-04-14,NM,1345,30625,,181,31,31970,Old_Data,2020-05-18
2020-04-14,NV,3088,23573,,,120,26661,Old_Data,2020-05-18
2020-04-14,NY,202208,296935,,44286,10834,499143,Old_Data,2020-05-18
2020-04-14,OH,7280,60721,,2156,324,68001,Old_Data,2020-05-18
2020-04-14,OK,2184,26085,,488,108,28269,Old_Data,2020-05-18
2020-04-14,OR,1633,30730,,381,55,32363,Old_Data,2020-05-18
2020-04-14,PA,25345,108286,,,584,133631,Old_Data,2020-05-18
2020-04-14,PR,923,6284,1322,,45,8529,Old_Data,2020-05-18
2020-04-14,RI,3251,19649,,331,80,22900,Old_Data,2020-05-18
2020-04-14,SC,3553,30319,,675,97,33872,Old_Data,2020-05-18
2020-04-14,SD,988,8308,0,45,6,9296,Old_Data,2020-05-18
2020-04-14,TN,5823,73008,,633,124,78831,Old_Data,2020-05-18
2020-04-14,TX,14624,131843,,,318,146467,Old_Data,2020-05-18
2020-04-14,UT,2412,44064,,213,19,46476,Old_Data,2020-05-18
2020-04-14,VA,6171,36592,469,,154,43232,Old_Data,2020-05-18
2020-04-14,VI,51,326,23,,1,400,Old_Data,2020-05-18
2020-04-14,VT,752,9833,,,29,10585,Old_Data,2020-05-18
2020-04-14,WA,11232,128055,,,542,139287,Old_Data,2020-05-18
2020-04-14,WI,3555,37997,277,1049,170,41829,Old_Data,2020-05-18
2020-04-14,WV,640,16398,,164,9,17038,Old_Data,2020-05-18
2020-04-14,WY,275,5689,,43,1,5964,Old_Data,2020-05-18
2020-04-13,AK,277,7553,,32,8,7830,Old_Data,2020-05-18
2020-04-13,AL,3734,25448,,457,99,29182,Old_Data,2020-05-18
2020-04-13,AR,1410,19394,,130,30,20804,Old_Data,2020-05-18
2020-04-13,AS,0,3,,,,3,Old_Data,2020-05-18
2020-04-13,AZ,3702,39645,,,122,43347,Old_Data,2020-05-18
2020-04-13,CA,22348,168534,13200,,687,204082,Old_Data,2020-05-18
2020-04-13,CO,7684,29850,,1472,304,37534,Old_Data,2020-05-18
2020-04-13,CT,13381,30928,,,602,44309,Old_Data,2020-05-18
2020-04-13,DC,1955,8979,,,53,10934,Old_Data,2020-05-18
2020-04-13,DE,1625,10195,,,35,11820,Old_Data,2020-05-18
2020-04-13,FL,20601,175606,1789,2833,483,197996,Old_Data,2020-05-18
2020-04-13,GA,13315,43706,,2589,464,57021,Old_Data,2020-05-18
2020-04-13,GU,133,770,,,5,903,Old_Data,2020-05-18
2020-04-13,HI,499,18345,,44,9,18844,Old_Data,2020-05-18
2020-04-13,IA,1710,16986,,,43,18696,Old_Data,2020-05-18
2020-04-13,ID,1426,13455,,132,27,14881,Old_Data,2020-05-18
2020-04-13,IL,22025,83743,,,794,105768,Old_Data,2020-05-18
2020-04-13,IN,8236,36303,,,350,44539,Old_Data,2020-05-18
2020-04-13,KS,1376,12488,,309,62,13864,Old_Data,2020-05-18
2020-04-13,KY,1963,23903,,667,97,25866,Old_Data,2020-05-18
2020-04-13,LA,21016,87075,,,884,108091,Old_Data,2020-05-18
2020-04-13,MA,26794,95500,,3485,1211,122294,Old_Data,2020-05-18
2020-04-13,MD,8936,42815,,1975,262,51751,Old_Data,2020-05-18
2020-04-13,ME,698,11608,,124,19,12306,Old_Data,2020-05-18
2020-04-13,MI,25635,57009,,,1602,82644,Old_Data,2020-05-18
2020-04-13,MN,1650,36777,,361,70,38427,Old_Data,2020-05-18
2020-04-13,MO,4388,41040,,,114,45428,Old_Data,2020-05-18
2020-04-13,MP,11,27,9,,2,47,Old_Data,2020-05-18
2020-04-13,MS,2942,28042,,549,98,30984,Old_Data,2020-05-18
2020-04-13,MT,394,8704,,47,7,9098,Old_Data,2020-05-18
2020-04-13,NC,4816,58572,,,86,63388,Old_Data,2020-05-18
2020-04-13,ND,331,10450,,40,8,10781,Old_Data,2020-05-18
2020-04-13,NE,814,10158,,,17,10972,Old_Data,2020-05-18
2020-04-13,NH,985,10222,125,152,23,11332,Old_Data,2020-05-18
2020-04-13,NJ,64584,64885,,,2443,129469,Old_Data,2020-05-18
2020-04-13,NM,1245,29270,,,26,30515,Old_Data,2020-05-18
2020-04-13,NV,2971,22493,,,114,25464,Old_Data,2020-05-18
2020-04-13,NY,195031,283326,,42637,10056,478357,Old_Data,2020-05-18
2020-04-13,OH,6975,58137,,2033,274,65112,Old_Data,2020-05-18
2020-04-13,OK,2069,20790,,457,99,22859,Old_Data,2020-05-18
2020-04-13,OR,1584,29537,,369,53,31121,Old_Data,2020-05-18
2020-04-13,PA,24199,105593,,,524,129792,Old_Data,2020-05-18
2020-04-13,PR,903,5960,1288,,45,8151,Old_Data,2020-05-18
2020-04-13,RI,2976,17685,,331,73,20661,Old_Data,2020-05-18
2020-04-13,SC,3319,28106,,496,82,31425,Old_Data,2020-05-18
2020-04-13,SD,868,8134,0,44,6,9002,Old_Data,2020-05-18
2020-04-13,TN,5610,70585,,579,109,76195,Old_Data,2020-05-18
2020-04-13,TX,13906,119320,,,287,133226,Old_Data,2020-05-18
2020-04-13,UT,2363,43424,,201,18,45787,Old_Data,2020-05-18
2020-04-13,VA,5747,35654,473,,149,41874,Old_Data,2020-05-18
2020-04-13,VI,51,322,2,,1,375,Old_Data,2020-05-18
2020-04-13,VT,748,9618,,,28,10366,Old_Data,2020-05-18
2020-04-13,WA,10941,124124,,,526,135065,Old_Data,2020-05-18
2020-04-13,WI,3428,36769,273,993,154,40470,Old_Data,2020-05-18
2020-04-13,WV,626,16029,,164,9,16655,Old_Data,2020-05-18
2020-04-13,WY,275,5689,,41,1,5964,Old_Data,2020-05-18
2020-04-12,AK,272,7766,,31,8,8038,Old_Data,2020-05-18
2020-04-12,AL,3525,18058,,437,93,21583,Old_Data,2020-05-18
2020-04-12,AR,1280,18442,,130,27,19722,Old_Data,2020-05-18
2020-04-12,AS,0,3,2,,,5,Old_Data,2020-05-18
2020-04-12,AZ,3539,38570,,,115,42109,Old_Data,2020-05-18
2020-04-12,CA,21794,168534,13200,,651,203528,Old_Data,2020-05-18
2020-04-12,CO,6893,27980,,1376,274,34873,Old_Data,2020-05-18
2020-04-12,CT,12035,29185,,,554,41220,Old_Data,2020-05-18
2020-04-12,DC,1875,8765,,,50,10640,Old_Data,2020-05-18
2020-04-12,DE,1479,9624,,,33,11103,Old_Data,2020-05-18
2020-04-12,FL,19355,163398,1297,2772,465,184050,Old_Data,2020-05-18
2020-04-12,GA,12452,42001,,2505,433,54453,Old_Data,2020-05-18
2020-04-12,GU,133,693,,,5,826,Old_Data,2020-05-18
2020-04-12,HI,486,17482,,44,8,17968,Old_Data,2020-05-18
2020-04-12,IA,1587,16005,,,41,17592,Old_Data,2020-05-18
2020-04-12,ID,1407,12901,,131,27,14308,Old_Data,2020-05-18
2020-04-12,IL,20852,79883,,,720,100735,Old_Data,2020-05-18
2020-04-12,IN,7928,34561,,,343,42489,Old_Data,2020-05-18
2020-04-12,KS,1337,11916,,298,56,13253,Old_Data,2020-05-18
2020-04-12,KY,1840,22727,,459,94,24567,Old_Data,2020-05-18
2020-04-12,LA,20595,83450,,,840,104045,Old_Data,2020-05-18
2020-04-12,MA,25381,91463,,2514,1056,116844,Old_Data,2020-05-18
2020-04-12,MD,8225,41539,,1860,235,49764,Old_Data,2020-05-18
2020-04-12,ME,633,6088,,120,19,6721,Old_Data,2020-05-18
2020-04-12,MI,24638,54799,,,1487,79437,Old_Data,2020-05-18
2020-04-12,MN,1621,35800,,361,70,37421,Old_Data,2020-05-18
2020-04-12,MO,4160,41040,,,110,45200,Old_Data,2020-05-18
2020-04-12,MP,11,27,9,,2,47,Old_Data,2020-05-18
2020-04-12,MS,2781,18632,,548,96,21413,Old_Data,2020-05-18
2020-04-12,MT,387,8526,,47,6,8913,Old_Data,2020-05-18
2020-04-12,NC,4520,57619,,,81,62139,Old_Data,2020-05-18
2020-04-12,ND,308,10042,,39,8,10350,Old_Data,2020-05-18
2020-04-12,NE,791,9900,,,17,10691,Old_Data,2020-05-18
2020-04-12,NH,929,9996,119,146,23,11044,Old_Data,2020-05-18
2020-04-12,NJ,61850,64885,,,2350,126735,Old_Data,2020-05-18
2020-04-12,NM,1174,27518,,,20,28692,Old_Data,2020-05-18
2020-04-12,NV,2836,21775,,,112,24611,Old_Data,2020-05-18
2020-04-12,NY,188694,272907,,42594,9385,461601,Old_Data,2020-05-18
2020-04-12,OH,6604,56639,,1948,253,63243,Old_Data,2020-05-18
2020-04-12,OK,1970,20790,,446,96,22760,Old_Data,2020-05-18
2020-04-12,OR,1527,28231,,359,52,29758,Old_Data,2020-05-18
2020-04-12,PA,22833,102057,,,507,124890,Old_Data,2020-05-18
2020-04-12,PR,897,5819,1251,,44,7967,Old_Data,2020-05-18
2020-04-12,RI,2665,17685,,,63,20350,Old_Data,2020-05-18
2020-04-12,SC,3319,28106,,496,82,31425,Old_Data,2020-05-18
2020-04-12,SD,730,7823,0,43,6,8553,Old_Data,2020-05-18
2020-04-12,TN,5308,65369,,567,101,70677,Old_Data,2020-05-18
2020-04-12,TX,13484,111049,,,271,124533,Old_Data,2020-05-18
2020-04-12,UT,2303,41931,,195,18,44234,Old_Data,2020-05-18
2020-04-12,VA,5274,34711,521,,141,40506,Old_Data,2020-05-18
2020-04-12,VI,51,299,20,,1,370,Old_Data,2020-05-18
2020-04-12,VT,727,9114,,,27,9841,Old_Data,2020-05-18
2020-04-12,WA,10586,120346,,,509,130932,Old_Data,2020-05-18
2020-04-12,WI,3341,35916,,974,144,39257,Old_Data,2020-05-18
2020-04-12,WV,611,15646,,,8,16257,Old_Data,2020-05-18
2020-04-12,WY,261,5198,,40,0,5459,Old_Data,2020-05-18
2020-04-11,AK,257,7475,,31,8,7732,Old_Data,2020-05-18
2020-04-11,AL,3191,18058,,402,91,21249,Old_Data,2020-05-18
2020-04-11,AR,1226,17352,,130,24,18578,Old_Data,2020-05-18
2020-04-11,AS,0,3,2,,,5,Old_Data,2020-05-18
2020-04-11,AZ,3393,37137,,,108,40530,Old_Data,2020-05-18
2020-04-11,CA,20615,152604,13200,,609,186419,Old_Data,2020-05-18
2020-04-11,CO,6510,26143,,1312,250,32653,Old_Data,2020-05-18
2020-04-11,CT,11510,28321,,,494,39831,Old_Data,2020-05-18
2020-04-11,DC,1778,8261,,,47,10039,Old_Data,2020-05-18
2020-04-11,DE,1479,9624,,,33,11103,Old_Data,2020-05-18
2020-04-11,FL,18494,154439,1418,2661,438,174351,Old_Data,2020-05-18
2020-04-11,GA,12159,39556,,2479,428,51715,Old_Data,2020-05-18
2020-04-11,GU,133,693,,,5,826,Old_Data,2020-05-18
2020-04-11,HI,465,17066,,43,8,17531,Old_Data,2020-05-18
2020-04-11,IA,1510,15622,,,34,17132,Old_Data,2020-05-18
2020-04-11,ID,1396,12368,,128,25,13764,Old_Data,2020-05-18
2020-04-11,IL,19180,72969,,,677,92149,Old_Data,2020-05-18
2020-04-11,IN,7435,31780,,,330,39215,Old_Data,2020-05-18
2020-04-11,KS,1268,11075,,293,55,12343,Old_Data,2020-05-18
2020-04-11,KY,1693,22595,,459,90,24288,Old_Data,2020-05-18
2020-04-11,LA,20014,76901,,,806,96915,Old_Data,2020-05-18
2020-04-11,MA,22766,86115,,2507,946,108881,Old_Data,2020-05-18
2020-04-11,MD,7694,39544,,1709,206,47238,Old_Data,2020-05-18
2020-04-11,ME,616,6088,,114,19,6704,Old_Data,2020-05-18
2020-04-11,MI,23993,52021,,,1392,76014,Old_Data,2020-05-18
2020-04-11,MN,1427,33977,,340,64,35404,Old_Data,2020-05-18
2020-04-11,MO,4024,39148,,,109,43172,Old_Data,2020-05-18
2020-04-11,MP,11,27,9,,2,47,Old_Data,2020-05-18
2020-04-11,MS,2642,18632,,528,93,21274,Old_Data,2020-05-18
2020-04-11,MT,377,8204,,46,6,8581,Old_Data,2020-05-18
2020-04-11,NC,4312,56081,,,80,60393,Old_Data,2020-05-18
2020-04-11,ND,293,9787,,36,7,10080,Old_Data,2020-05-18
2020-04-11,NE,700,9285,,,17,9985,Old_Data,2020-05-18
2020-04-11,NH,885,9608,93,134,22,10586,Old_Data,2020-05-18
2020-04-11,NJ,58151,62042,,,2183,120193,Old_Data,2020-05-18
2020-04-11,NM,1091,26007,,,19,27098,Old_Data,2020-05-18
2020-04-11,NV,2700,20887,,,102,23587,Old_Data,2020-05-18
2020-04-11,NY,180458,260522,,40679,8627,440980,Old_Data,2020-05-18
2020-04-11,OH,6250,54221,,1859,247,60471,Old_Data,2020-05-18
2020-04-11,OK,1868,20790,,446,94,22658,Old_Data,2020-05-18
2020-04-11,OR,1371,25853,,338,48,27224,Old_Data,2020-05-18
2020-04-11,PA,21655,98498,,,494,120153,Old_Data,2020-05-18
2020-04-11,PR,788,5583,1332,,42,7703,Old_Data,2020-05-18
2020-04-11,RI,2349,15858,,,56,18207,Old_Data,2020-05-18
2020-04-11,SC,3207,26886,,496,80,30093,Old_Data,2020-05-18
2020-04-11,SD,626,7378,2,33,6,8006,Old_Data,2020-05-18
2020-04-11,TN,5114,61714,,556,101,66828,Old_Data,2020-05-18
2020-04-11,TX,12561,107972,,,254,120533,Old_Data,2020-05-18
2020-04-11,UT,2206,40340,,190,18,42546,Old_Data,2020-05-18
2020-04-11,VA,5077,32922,517,,130,38516,Old_Data,2020-05-18
2020-04-11,VI,51,299,20,,1,370,Old_Data,2020-05-18
2020-04-11,VT,711,8547,,,25,9258,Old_Data,2020-05-18
2020-04-11,WA,10502,119005,,,494,129507,Old_Data,2020-05-18
2020-04-11,WI,3213,34680,,950,137,37893,Old_Data,2020-05-18
2020-04-11,WV,577,14875,,,5,15452,Old_Data,2020-05-18
2020-04-11,WY,261,5198,,37,0,5459,Old_Data,2020-05-18
2020-04-10,AK,246,7186,,28,7,7432,Old_Data,2020-05-18
2020-04-10,AL,2968,18058,,368,80,21026,Old_Data,2020-05-18
2020-04-10,AR,1171,15949,,130,23,17120,Old_Data,2020-05-18
2020-04-10,AS,0,3,2,,0,5,Old_Data,2020-05-18
2020-04-10,AZ,3112,34622,,,97,37734,Old_Data,2020-05-18
2020-04-10,CA,19472,145391,13900,,541,178763,Old_Data,2020-05-18
2020-04-10,CO,6510,26143,,1312,250,32653,Old_Data,2020-05-18
2020-04-10,CT,10538,25750,,,448,36288,Old_Data,2020-05-18
2020-04-10,DC,1660,7695,,,38,9355,Old_Data,2020-05-18
2020-04-10,DE,1326,10415,,,23,11741,Old_Data,2020-05-18
2020-04-10,FL,17531,145299,1411,2487,390,164241,Old_Data,2020-05-18
2020-04-10,GA,11483,34664,,2351,416,46147,Old_Data,2020-05-18
2020-04-10,GU,130,662,,,4,792,Old_Data,2020-05-18
2020-04-10,HI,442,15707,,42,6,16149,Old_Data,2020-05-18
2020-04-10,IA,1388,14565,,,31,15953,Old_Data,2020-05-18
2020-04-10,ID,1353,11741,,127,24,13094,Old_Data,2020-05-18
2020-04-10,IL,17887,69640,,,596,87527,Old_Data,2020-05-18
2020-04-10,IN,6907,28133,,,300,35040,Old_Data,2020-05-18
2020-04-10,KS,1166,10248,,274,50,11414,Old_Data,2020-05-18
2020-04-10,KY,1693,22595,,459,90,24288,Old_Data,2020-05-18
2020-04-10,LA,19253,73027,,,755,92280,Old_Data,2020-05-18
2020-04-10,MA,20878,81564,,2435,832,102442,Old_Data,2020-05-18
2020-04-10,MD,6968,37480,,1413,171,44448,Old_Data,2020-05-18
2020-04-10,ME,586,6088,,111,17,6674,Old_Data,2020-05-18
2020-04-10,MI,22783,49261,,,1281,72044,Old_Data,2020-05-18
2020-04-10,MN,1336,32558,,317,57,33894,Old_Data,2020-05-18
2020-04-10,MO,3799,36941,,,96,40740,Old_Data,2020-05-18
2020-04-10,MP,11,27,9,,2,47,Old_Data,2020-05-18
2020-04-10,MS,2469,18632,,482,82,21101,Old_Data,2020-05-18
2020-04-10,MT,365,7932,,41,6,8297,Old_Data,2020-05-18
2020-04-10,NC,3908,53737,,,74,57645,Old_Data,2020-05-18
2020-04-10,ND,278,9330,,36,6,9608,Old_Data,2020-05-18
2020-04-10,NE,635,8719,,,15,9354,Old_Data,2020-05-18
2020-04-10,NH,819,9139,155,124,21,10113,Old_Data,2020-05-18
2020-04-10,NJ,54588,58935,,,1932,113523,Old_Data,2020-05-18
2020-04-10,NM,1091,26007,,,19,27098,Old_Data,2020-05-18
2020-04-10,NV,2584,20165,,,86,22749,Old_Data,2020-05-18
2020-04-10,NY,170512,247373,,38818,7844,417885,Old_Data,2020-05-18
2020-04-10,OH,5878,52695,,1755,231,58573,Old_Data,2020-05-18
2020-04-10,OK,1794,20370,,428,88,22164,Old_Data,2020-05-18
2020-04-10,OR,1321,24306,,326,44,25627,Old_Data,2020-05-18
2020-04-10,PA,19979,93040,,,416,113019,Old_Data,2020-05-18
2020-04-10,PR,725,5121,1392,,39,7238,Old_Data,2020-05-18
2020-04-10,RI,2015,12281,,,49,14296,Old_Data,2020-05-18
2020-04-10,SC,3065,25118,,496,72,28183,Old_Data,2020-05-18
2020-04-10,SD,536,7111,,29,6,7647,Old_Data,2020-05-18
2020-04-10,TN,4862,57937,,536,98,62799,Old_Data,2020-05-18
2020-04-10,TX,11671,104047,,,226,115718,Old_Data,2020-05-18
2020-04-10,UT,2102,38660,,183,17,40762,Old_Data,2020-05-18
2020-04-10,VA,4509,30950,521,772,121,35980,Old_Data,2020-05-18
2020-04-10,VI,50,273,45,,1,368,Old_Data,2020-05-18
